INFO flwr 2023-04-09 02:34:11,563 | grpc.py:50 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2023-04-09 02:34:11,564 | connection.py:38 | ChannelConnectivity.IDLE
DEBUG flwr 2023-04-09 02:34:11,565 | connection.py:38 | ChannelConnectivity.CONNECTING
DEBUG flwr 2023-04-09 02:34:11,569 | connection.py:38 | ChannelConnectivity.READY
mps
Model (simple CNN adapted from 'PyTorch: A 60 Minute Blitz')
Load CIFAR-10 (training and test set).
Files already downloaded and verified
Files already downloaded and verified
Train the model on the training set.
------------------------------------
nowtrain 1.88604125
------------------------------------

  0%|          | 0/391 [00:00<?, ?it/s]
  0%|          | 1/391 [00:00<01:00,  6.43it/s]
  1%|▏         | 5/391 [00:00<00:17, 22.20it/s]
  3%|▎         | 13/391 [00:00<00:08, 44.73it/s]
  5%|▌         | 21/391 [00:00<00:06, 57.12it/s]
  7%|▋         | 29/391 [00:00<00:05, 64.50it/s]
  9%|▉         | 37/391 [00:00<00:05, 68.74it/s]
 12%|█▏        | 45/391 [00:00<00:04, 71.95it/s]
 14%|█▎        | 53/391 [00:00<00:04, 73.79it/s]
 16%|█▌        | 61/391 [00:00<00:04, 74.92it/s]
 18%|█▊        | 69/391 [00:01<00:04, 75.45it/s]
 20%|█▉        | 77/391 [00:01<00:04, 75.80it/s]
 22%|██▏       | 85/391 [00:01<00:04, 76.01it/s]
 24%|██▍       | 93/391 [00:01<00:03, 76.52it/s]
 26%|██▌       | 101/391 [00:01<00:03, 76.76it/s]
 28%|██▊       | 109/391 [00:01<00:03, 77.11it/s]
 30%|██▉       | 117/391 [00:01<00:03, 77.10it/s]
 32%|███▏      | 125/391 [00:01<00:03, 77.25it/s]
 34%|███▍      | 133/391 [00:01<00:03, 77.16it/s]
 36%|███▌      | 141/391 [00:02<00:03, 76.99it/s]
 38%|███▊      | 149/391 [00:02<00:03, 76.97it/s]
 40%|████      | 157/391 [00:02<00:03, 77.19it/s]
 42%|████▏     | 165/391 [00:02<00:02, 75.93it/s]
 44%|████▍     | 173/391 [00:02<00:02, 76.59it/s]
 46%|████▋     | 181/391 [00:02<00:02, 77.27it/s]
 48%|████▊     | 189/391 [00:02<00:02, 77.37it/s]
 50%|█████     | 197/391 [00:02<00:02, 76.98it/s]
