INFO flwr 2023-04-10 01:59:40,104 | grpc.py:50 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2023-04-10 01:59:40,105 | connection.py:38 | ChannelConnectivity.IDLE
DEBUG flwr 2023-04-10 01:59:40,105 | connection.py:38 | ChannelConnectivity.CONNECTING
DEBUG flwr 2023-04-10 01:59:40,110 | connection.py:38 | ChannelConnectivity.READY
mps
Model (simple CNN adapted from 'PyTorch: A 60 Minute Blitz')
Load CIFAR-10 (training and test set).
Files already downloaded and verified
Files already downloaded and verified
Train the model on the training set.
------------------------------------
nowtrain 1.865987
------------------------------------

  0%|          | 0/391 [00:00<?, ?it/s]
  0%|          | 1/391 [00:00<01:04,  6.06it/s]
  1%|          | 4/391 [00:00<00:22, 17.09it/s]
  3%|▎         | 11/391 [00:00<00:09, 38.08it/s]
  5%|▍         | 19/391 [00:00<00:07, 50.82it/s]
  7%|▋         | 27/391 [00:00<00:06, 58.03it/s]
  9%|▉         | 35/391 [00:00<00:05, 62.50it/s]
 11%|█         | 43/391 [00:00<00:05, 65.20it/s]
 13%|█▎        | 51/391 [00:00<00:05, 67.56it/s]
 15%|█▌        | 59/391 [00:01<00:04, 69.24it/s]
 17%|█▋        | 67/391 [00:01<00:04, 70.15it/s]
 19%|█▉        | 75/391 [00:01<00:04, 70.88it/s]
 21%|██        | 83/391 [00:01<00:04, 70.25it/s]
 23%|██▎       | 91/391 [00:01<00:04, 70.92it/s]
 25%|██▌       | 99/391 [00:01<00:04, 71.29it/s]
 27%|██▋       | 107/391 [00:01<00:03, 71.45it/s]
 29%|██▉       | 115/391 [00:01<00:03, 71.14it/s]
 31%|███▏      | 123/391 [00:01<00:03, 71.20it/s]
 34%|███▎      | 131/391 [00:02<00:03, 71.39it/s]
 36%|███▌      | 139/391 [00:02<00:03, 72.70it/s]
 38%|███▊      | 147/391 [00:02<00:03, 74.19it/s]
 40%|███▉      | 155/391 [00:02<00:03, 74.89it/s]
 42%|████▏     | 163/391 [00:02<00:03, 75.73it/s]
 44%|████▎     | 171/391 [00:02<00:02, 75.50it/s]
 46%|████▌     | 179/391 [00:02<00:02, 74.42it/s]
 48%|████▊     | 187/391 [00:02<00:02, 73.61it/s]
 50%|████▉     | 195/391 [00:02<00:02, 72.88it/s]
 52%|█████▏    | 203/391 [00:03<00:02, 73.66it/s]
 54%|█████▍    | 211/391 [00:03<00:02, 73.39it/s]
 56%|█████▌    | 219/391 [00:03<00:02, 72.73it/s]
 58%|█████▊    | 227/391 [00:03<00:02, 72.49it/s]
 60%|██████    | 235/391 [00:03<00:02, 72.35it/s]
 62%|██████▏   | 243/391 [00:03<00:02, 72.44it/s]
 64%|██████▍   | 251/391 [00:03<00:01, 73.45it/s]
 66%|██████▌   | 259/391 [00:03<00:01, 73.01it/s]
 68%|██████▊   | 267/391 [00:03<00:01, 72.87it/s]
 70%|███████   | 275/391 [00:03<00:01, 72.90it/s]
 72%|███████▏  | 283/391 [00:04<00:01, 72.63it/s]
 74%|███████▍  | 291/391 [00:04<00:01, 72.54it/s]
 76%|███████▋  | 299/391 [00:04<00:01, 72.28it/s]
 79%|███████▊  | 307/391 [00:04<00:01, 72.51it/s]
 81%|████████  | 315/391 [00:04<00:01, 72.76it/s]
 83%|████████▎ | 323/391 [00:04<00:00, 73.35it/s]
 85%|████████▍ | 331/391 [00:04<00:00, 72.83it/s]
 87%|████████▋ | 339/391 [00:04<00:00, 73.43it/s]
 89%|████████▊ | 347/391 [00:04<00:00, 72.97it/s]
 91%|█████████ | 355/391 [00:05<00:00, 72.53it/s]
 93%|█████████▎| 363/391 [00:05<00:00, 73.51it/s]
 95%|█████████▍| 371/391 [00:05<00:00, 73.10it/s]
 97%|█████████▋| 379/391 [00:05<00:00, 71.90it/s]
 99%|█████████▉| 387/391 [00:05<00:00, 72.72it/s]
100%|██████████| 391/391 [00:05<00:00, 69.28it/s]
Validate the model on the test set.
now 7.533069375
nowtest 7.533073041

  0%|          | 0/10000 [00:00<?, ?it/s]
  0%|          | 23/10000 [00:00<00:43, 229.24it/s]
  1%|          | 65/10000 [00:00<00:29, 337.93it/s]
  1%|          | 113/10000 [00:00<00:24, 398.83it/s]
  2%|▏         | 154/10000 [00:00<00:24, 400.79it/s]
  2%|▏         | 195/10000 [00:00<00:24, 400.58it/s]
  2%|▏         | 236/10000 [00:00<00:24, 400.63it/s]
  3%|▎         | 277/10000 [00:00<00:24, 402.65it/s]
  3%|▎         | 318/10000 [00:00<00:23, 403.83it/s]
  4%|▎         | 362/10000 [00:00<00:23, 412.01it/s]
  4%|▍         | 407/10000 [00:01<00:22, 420.87it/s]
  4%|▍         | 450/10000 [00:01<00:23, 414.27it/s]
  5%|▍         | 492/10000 [00:01<00:23, 408.54it/s]
  5%|▌         | 535/10000 [00:01<00:22, 414.43it/s]
  6%|▌         | 577/10000 [00:01<00:22, 411.12it/s]
  6%|▌         | 619/10000 [00:01<00:23, 393.21it/s]
  7%|▋         | 659/10000 [00:01<00:23, 394.83it/s]
  7%|▋         | 700/10000 [00:01<00:23, 398.19it/s]
  7%|▋         | 741/10000 [00:01<00:23, 400.43it/s]
  8%|▊         | 782/10000 [00:01<00:23, 400.53it/s]
  8%|▊         | 823/10000 [00:02<00:22, 403.24it/s]
  9%|▊         | 864/10000 [00:02<00:22, 402.25it/s]
  9%|▉         | 905/10000 [00:02<00:22, 401.27it/s]
  9%|▉         | 946/10000 [00:02<00:22, 400.82it/s]
 10%|▉         | 987/10000 [00:02<00:22, 400.42it/s]
 10%|█         | 1028/10000 [00:02<00:22, 402.45it/s]
 11%|█         | 1069/10000 [00:02<00:22, 398.14it/s]
 11%|█         | 1109/10000 [00:02<00:22, 397.93it/s]
 12%|█▏        | 1152/10000 [00:02<00:21, 406.99it/s]
 12%|█▏        | 1193/10000 [00:02<00:21, 406.16it/s]
 12%|█▏        | 1234/10000 [00:03<00:21, 407.04it/s]
 13%|█▎        | 1277/10000 [00:03<00:21, 412.75it/s]
 13%|█▎        | 1319/10000 [00:03<00:21, 409.10it/s]
 14%|█▎        | 1360/10000 [00:03<00:21, 407.78it/s]
 14%|█▍        | 1401/10000 [00:03<00:21, 405.81it/s]
 14%|█▍        | 1442/10000 [00:03<00:21, 404.31it/s]
 15%|█▍        | 1483/10000 [00:03<00:21, 403.91it/s]
 15%|█▌        | 1524/10000 [00:03<00:20, 404.36it/s]
 16%|█▌        | 1565/10000 [00:03<00:20, 403.01it/s]
 16%|█▌        | 1606/10000 [00:03<00:20, 403.94it/s]
 16%|█▋        | 1647/10000 [00:04<00:20, 405.61it/s]
 17%|█▋        | 1688/10000 [00:04<00:20, 402.19it/s]
 17%|█▋        | 1729/10000 [00:04<00:20, 401.23it/s]
 18%|█▊        | 1770/10000 [00:04<00:20, 399.76it/s]
 18%|█▊        | 1811/10000 [00:04<00:20, 400.68it/s]
 19%|█▊        | 1854/10000 [00:04<00:20, 407.09it/s]
 19%|█▉        | 1900/10000 [00:04<00:19, 420.51it/s]
 19%|█▉        | 1943/10000 [00:04<00:19, 417.26it/s]
 20%|█▉        | 1985/10000 [00:04<00:19, 412.15it/s]
 20%|██        | 2028/10000 [00:05<00:19, 415.53it/s]
 21%|██        | 2070/10000 [00:05<00:19, 411.37it/s]
 21%|██        | 2114/10000 [00:05<00:18, 417.43it/s]
 22%|██▏       | 2156/10000 [00:05<00:18, 413.24it/s]
 22%|██▏       | 2198/10000 [00:05<00:19, 405.17it/s]
 22%|██▏       | 2239/10000 [00:05<00:19, 400.75it/s]
 23%|██▎       | 2283/10000 [00:05<00:18, 411.39it/s]
 23%|██▎       | 2327/10000 [00:05<00:18, 419.17it/s]
 24%|██▎       | 2369/10000 [00:05<00:18, 416.49it/s]
 24%|██▍       | 2411/10000 [00:05<00:18, 413.53it/s]
 25%|██▍       | 2454/10000 [00:06<00:18, 418.03it/s]
 25%|██▍       | 2496/10000 [00:06<00:18, 407.70it/s]
 25%|██▌       | 2537/10000 [00:06<00:18, 404.41it/s]
 26%|██▌       | 2578/10000 [00:06<00:18, 404.20it/s]
 26%|██▌       | 2619/10000 [00:06<00:18, 397.75it/s]
 27%|██▋       | 2660/10000 [00:06<00:18, 399.99it/s]
 27%|██▋       | 2701/10000 [00:06<00:18, 400.23it/s]
 27%|██▋       | 2742/10000 [00:06<00:18, 395.84it/s]
 28%|██▊       | 2782/10000 [00:06<00:18, 387.20it/s]
 28%|██▊       | 2821/10000 [00:06<00:18, 383.76it/s]
 29%|██▊       | 2860/10000 [00:07<00:18, 384.63it/s]
 29%|██▉       | 2903/10000 [00:07<00:17, 395.37it/s]
 29%|██▉       | 2943/10000 [00:07<00:18, 389.77it/s]
 30%|██▉       | 2984/10000 [00:07<00:17, 394.81it/s]
 30%|███       | 3026/10000 [00:07<00:17, 400.31it/s]
 31%|███       | 3067/10000 [00:07<00:18, 376.41it/s]
 31%|███       | 3110/10000 [00:07<00:17, 390.52it/s]
 32%|███▏      | 3150/10000 [00:07<00:17, 387.28it/s]
 32%|███▏      | 3189/10000 [00:07<00:17, 384.28it/s]
 32%|███▏      | 3235/10000 [00:08<00:16, 404.57it/s]
 33%|███▎      | 3276/10000 [00:08<00:17, 390.45it/s]
 33%|███▎      | 3316/10000 [00:08<00:17, 391.05it/s]
 34%|███▎      | 3356/10000 [00:08<00:17, 389.13it/s]
 34%|███▍      | 3397/10000 [00:08<00:16, 393.30it/s]
 34%|███▍      | 3437/10000 [00:08<00:16, 393.07it/s]
 35%|███▍      | 3477/10000 [00:08<00:16, 390.28it/s]
 35%|███▌      | 3517/10000 [00:08<00:17, 375.09it/s]
 36%|███▌      | 3556/10000 [00:08<00:17, 377.14it/s]
 36%|███▌      | 3594/10000 [00:08<00:17, 368.71it/s]
 36%|███▋      | 3631/10000 [00:09<00:17, 361.02it/s]
 37%|███▋      | 3669/10000 [00:09<00:17, 364.33it/s]
 37%|███▋      | 3710/10000 [00:09<00:16, 377.42it/s]
 38%|███▊      | 3752/10000 [00:09<00:16, 388.76it/s]
 38%|███▊      | 3794/10000 [00:09<00:15, 397.64it/s]
 38%|███▊      | 3836/10000 [00:09<00:15, 403.11it/s]
 39%|███▉      | 3878/10000 [00:09<00:15, 407.07it/s]
 39%|███▉      | 3921/10000 [00:09<00:14, 411.07it/s]
 40%|███▉      | 3963/10000 [00:09<00:14, 413.10it/s]
 40%|████      | 4005/10000 [00:10<00:14, 413.30it/s]
 40%|████      | 4048/10000 [00:10<00:14, 415.30it/s]
 41%|████      | 4090/10000 [00:10<00:14, 410.91it/s]
 41%|████▏     | 4132/10000 [00:10<00:14, 412.78it/s]
 42%|████▏     | 4175/10000 [00:10<00:14, 415.02it/s]
 42%|████▏     | 4217/10000 [00:10<00:13, 415.51it/s]
 43%|████▎     | 4261/10000 [00:10<00:13, 421.45it/s]
