INFO flwr 2023-04-08 20:52:02,539 | grpc.py:50 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2023-04-08 20:52:02,539 | connection.py:38 | ChannelConnectivity.IDLE
DEBUG flwr 2023-04-08 20:52:02,540 | connection.py:38 | ChannelConnectivity.CONNECTING
DEBUG flwr 2023-04-08 20:52:02,543 | connection.py:38 | ChannelConnectivity.READY
mps
Model (simple CNN adapted from 'PyTorch: A 60 Minute Blitz')
Load CIFAR-10 (training and test set).
Files already downloaded and verified
Files already downloaded and verified
Train the model on the training set.
------------------------------------
nowtrain 2.058026125
------------------------------------

  0%|          | 0/391 [00:00<?, ?it/s]
  0%|          | 1/391 [00:00<01:02,  6.19it/s]
  1%|▏         | 5/391 [00:00<00:18, 21.37it/s]
  3%|▎         | 13/391 [00:00<00:08, 43.54it/s]
  5%|▌         | 21/391 [00:00<00:06, 55.67it/s]
  7%|▋         | 29/391 [00:00<00:05, 63.27it/s]
  9%|▉         | 37/391 [00:00<00:05, 67.74it/s]
 12%|█▏        | 45/391 [00:00<00:04, 70.51it/s]
 14%|█▎        | 53/391 [00:00<00:04, 69.78it/s]
 16%|█▌        | 61/391 [00:01<00:04, 69.72it/s]
 18%|█▊        | 69/391 [00:01<00:04, 70.56it/s]
 20%|█▉        | 77/391 [00:01<00:04, 71.13it/s]
 22%|██▏       | 85/391 [00:01<00:04, 71.61it/s]
 24%|██▍       | 93/391 [00:01<00:04, 71.92it/s]
 26%|██▌       | 101/391 [00:01<00:03, 73.03it/s]
 28%|██▊       | 109/391 [00:01<00:03, 73.46it/s]
 30%|██▉       | 117/391 [00:01<00:03, 74.20it/s]
 32%|███▏      | 125/391 [00:01<00:03, 71.64it/s]
 34%|███▍      | 133/391 [00:02<00:03, 70.00it/s]
 36%|███▌      | 141/391 [00:02<00:03, 69.47it/s]
 38%|███▊      | 148/391 [00:02<00:03, 69.43it/s]
 40%|███▉      | 155/391 [00:02<00:03, 68.36it/s]
 42%|████▏     | 163/391 [00:02<00:03, 69.58it/s]
 44%|████▎     | 171/391 [00:02<00:03, 70.16it/s]
 46%|████▌     | 179/391 [00:02<00:02, 71.40it/s]
 48%|████▊     | 187/391 [00:02<00:02, 71.96it/s]
 50%|████▉     | 195/391 [00:02<00:02, 72.44it/s]
 52%|█████▏    | 203/391 [00:03<00:02, 72.27it/s]
 54%|█████▍    | 211/391 [00:03<00:02, 71.51it/s]
 56%|█████▌    | 219/391 [00:03<00:02, 71.63it/s]
 58%|█████▊    | 227/391 [00:03<00:02, 71.65it/s]
 60%|██████    | 235/391 [00:03<00:02, 72.65it/s]
 62%|██████▏   | 243/391 [00:03<00:02, 73.69it/s]
 64%|██████▍   | 251/391 [00:03<00:01, 74.99it/s]
 66%|██████▌   | 259/391 [00:03<00:01, 75.84it/s]
 68%|██████▊   | 267/391 [00:03<00:01, 76.28it/s]
 70%|███████   | 275/391 [00:03<00:01, 76.98it/s]
 72%|███████▏  | 283/391 [00:04<00:01, 77.08it/s]
 74%|███████▍  | 291/391 [00:04<00:01, 76.85it/s]
 76%|███████▋  | 299/391 [00:04<00:01, 76.89it/s]
 79%|███████▊  | 307/391 [00:04<00:01, 77.03it/s]
 81%|████████  | 315/391 [00:04<00:00, 77.10it/s]
 83%|████████▎ | 323/391 [00:04<00:00, 77.00it/s]
 85%|████████▍ | 331/391 [00:04<00:00, 76.73it/s]
 87%|████████▋ | 339/391 [00:04<00:00, 75.10it/s]
 89%|████████▊ | 347/391 [00:04<00:00, 73.37it/s]
 91%|█████████ | 355/391 [00:05<00:00, 72.40it/s]
 93%|█████████▎| 363/391 [00:05<00:00, 72.59it/s]
 95%|█████████▍| 371/391 [00:05<00:00, 73.64it/s]
 97%|█████████▋| 379/391 [00:05<00:00, 74.06it/s]
 99%|█████████▉| 387/391 [00:05<00:00, 74.52it/s]
100%|██████████| 391/391 [00:05<00:00, 70.16it/s]
Validate the model on the test set.
now 7.650886458
nowtest 7.650889625

  0%|          | 0/10000 [00:00<?, ?it/s]
