INFO flwr 2023-04-08 18:49:36,236 | grpc.py:50 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2023-04-08 18:49:36,237 | connection.py:38 | ChannelConnectivity.IDLE
DEBUG flwr 2023-04-08 18:49:36,239 | connection.py:38 | ChannelConnectivity.CONNECTING
DEBUG flwr 2023-04-08 18:49:36,240 | connection.py:38 | ChannelConnectivity.READY
mps
Model (simple CNN adapted from 'PyTorch: A 60 Minute Blitz')
Load CIFAR-10 (training and test set).
Files already downloaded and verified
Files already downloaded and verified
Train the model on the training set.
------------------------------------
nowtrain 1.819977625
------------------------------------

  0%|          | 0/391 [00:00<?, ?it/s]
  0%|          | 1/391 [00:00<01:01,  6.35it/s]
  1%|▏         | 5/391 [00:00<00:17, 21.83it/s]
  3%|▎         | 13/391 [00:00<00:08, 43.80it/s]
  5%|▌         | 21/391 [00:00<00:06, 55.58it/s]
  7%|▋         | 29/391 [00:00<00:05, 62.96it/s]
  9%|▉         | 37/391 [00:00<00:05, 67.27it/s]
 12%|█▏        | 45/391 [00:00<00:04, 70.31it/s]
 14%|█▎        | 53/391 [00:00<00:04, 72.06it/s]
 16%|█▌        | 61/391 [00:00<00:04, 73.52it/s]
 18%|█▊        | 69/391 [00:01<00:04, 74.27it/s]
 20%|█▉        | 77/391 [00:01<00:04, 74.78it/s]
 22%|██▏       | 85/391 [00:01<00:04, 75.22it/s]
 24%|██▍       | 93/391 [00:01<00:03, 75.37it/s]
 26%|██▌       | 101/391 [00:01<00:03, 75.36it/s]
 28%|██▊       | 109/391 [00:01<00:03, 75.41it/s]
 30%|██▉       | 117/391 [00:01<00:03, 75.83it/s]
 32%|███▏      | 125/391 [00:01<00:03, 76.09it/s]
 34%|███▍      | 133/391 [00:01<00:03, 76.45it/s]
 36%|███▌      | 141/391 [00:02<00:03, 76.62it/s]
 38%|███▊      | 149/391 [00:02<00:03, 76.73it/s]
 40%|████      | 157/391 [00:02<00:03, 76.88it/s]
 42%|████▏     | 165/391 [00:02<00:02, 76.53it/s]
 44%|████▍     | 173/391 [00:02<00:02, 76.79it/s]
 46%|████▋     | 181/391 [00:02<00:02, 76.86it/s]
 48%|████▊     | 189/391 [00:02<00:02, 77.27it/s]
 50%|█████     | 197/391 [00:02<00:02, 76.40it/s]
 52%|█████▏    | 205/391 [00:02<00:02, 76.69it/s]
 54%|█████▍    | 213/391 [00:02<00:02, 74.37it/s]
 57%|█████▋    | 221/391 [00:03<00:02, 73.11it/s]
 59%|█████▊    | 229/391 [00:03<00:02, 73.06it/s]
 61%|██████    | 237/391 [00:03<00:02, 72.50it/s]
 63%|██████▎   | 245/391 [00:03<00:02, 72.07it/s]
 65%|██████▍   | 253/391 [00:03<00:01, 71.80it/s]
